|DocCount|IDF
argus|17|6.910574829722237
medium|20|6.748055900224462
scooped|1|9.743788173778453
explainer|1|9.743788173778453
museum|1|9.743788173778453
nicols|1|9.743788173778453
misrule|1|9.743788173778453
sail|2|9.050640993218508
20th|2|9.050640993218508
fastest|1|9.743788173778453
09|3|8.645175885110344
technip|3|8.645175885110344
fmc|3|8.645175885110344
dollar54bn|1|9.743788173778453
indebted|1|9.743788173778453
trick|3|8.645175885110344
tear|3|8.645175885110344
swoop|1|9.743788173778453
ultra|3|8.645175885110344
chatter|3|8.645175885110344
memorial|2|9.050640993218508
dollar44bn|1|9.743788173778453
oklahoma|3|8.645175885110344
sunny|2|9.050640993218508
cutback|3|8.645175885110344
isabelle|1|9.743788173778453
kocher|1|9.743788173778453
kind|1|9.743788173778453
everyday|1|9.743788173778453
agony|1|9.743788173778453
economics|5|8.134350261344352
soothsayer|1|9.743788173778453
alphachat|1|9.743788173778453
saving|2|9.050640993218508
skittish|1|9.743788173778453
intelligent|1|9.743788173778453
austerity|3|8.645175885110344
tavern|1|9.743788173778453
dodger|1|9.743788173778453
imposes|1|9.743788173778453
petroceltic|4|8.357493812658563
handed|3|8.645175885110344
worldview|1|9.743788173778453
linn|1|9.743788173778453
imported|1|9.743788173778453
67|2|9.050640993218508
grantham|1|9.743788173778453
paradigm|1|9.743788173778453
equilibrium|1|9.743788173778453
academic|1|9.743788173778453
enthusiasm|1|9.743788173778453
drying|1|9.743788173778453
pare|9|7.546563596442233
sap|1|9.743788173778453
lifeline|3|8.645175885110344
waiting|5|8.134350261344352
united|5|8.134350261344352
organisation|1|9.743788173778453
emirate|4|8.357493812658563
composure|1|9.743788173778453
cpi|5|8.134350261344352
intent|1|9.743788173778453
read|3|8.645175885110344
175|1|9.743788173778453
saft|1|9.743788173778453
ignites|2|9.050640993218508
pan|1|9.743788173778453
bureaucrat|2|9.050640993218508
helm|1|9.743788173778453
shrewd|1|9.743788173778453
technocrat|1|9.743788173778453
calming|1|9.743788173778453
caught|5|8.134350261344352
crossfire|1|9.743788173778453
itochu|1|9.743788173778453
succour|1|9.743788173778453
hero|1|9.743788173778453
hypocrite|1|9.743788173778453
consume|3|8.645175885110344
downbeat|6|7.952028704550398
repsols|1|9.743788173778453
fargo|2|9.050640993218508
freight|2|9.050640993218508
4th|8|7.664346632098617
dc|2|9.050640993218508
victim|6|7.952028704550398
contradiction|1|9.743788173778453
pastille|1|9.743788173778453
glenfiddich|1|9.743788173778453
fireball|1|9.743788173778453
critic|1|9.743788173778453
fanciful|1|9.743788173778453
dallas|1|9.743788173778453
dollar21bn|1|9.743788173778453
28th|4|8.357493812658563
primary|1|9.743788173778453
pioneer|6|7.952028704550398
cyber|3|8.645175885110344
warfare|2|9.050640993218508
freeport|3|8.645175885110344
strip|1|9.743788173778453
prized|1|9.743788173778453
90|9|7.546563596442233
82|2|9.050640993218508
axe|2|9.050640993218508
submarine|1|9.743788173778453
li|1|9.743788173778453
ka|1|9.743788173778453
shing|1|9.743788173778453
husky|2|9.050640993218508
bdc|1|9.743788173778453
sweeping|1|9.743788173778453
reel|4|8.357493812658563
commentary|5|8.134350261344352
tanzania|1|9.743788173778453
unfazed|4|8.357493812658563
outflow|1|9.743788173778453
staff|2|9.050640993218508
bringing|1|9.743788173778453
leaving|4|8.357493812658563
puzzling|1|9.743788173778453
stronger|36|6.160269235322343
rest|5|8.134350261344352
digging|1|9.743788173778453
sluggish|7|7.79787802472314
paddington|1|9.743788173778453
landslide|1|9.743788173778453
fraying|1|9.743788173778453
historic|5|8.134350261344352
answered|1|9.743788173778453
2100|1|9.743788173778453
mission|4|8.357493812658563
creep|4|8.357493812658563
emea|1|9.743788173778453
doha|26|6.485691635756971
neuter|1|9.743788173778453
broader|3|8.645175885110344
capped|8|7.664346632098617
roiled|4|8.357493812658563
digest|5|8.134350261344352
impeach|1|9.743788173778453
rousseff|2|9.050640993218508
spoiler|1|9.743788173778453
refugee|1|9.743788173778453
harm|3|8.645175885110344
transport|3|8.645175885110344
supergiant|2|9.050640993218508
slammed|5|8.134350261344352
renzi|3|8.645175885110344
summit|12|7.2588815239904525
preview|1|9.743788173778453
pressed|1|9.743788173778453
sack|1|9.743788173778453
takeaway|2|9.050640993218508
reign|1|9.743788173778453
goodrich|1|9.743788173778453
fury|1|9.743788173778453
owe|1|9.743788173778453
discount|7|7.79787802472314
shape|2|9.050640993218508
derailing|1|9.743788173778453
bottomed|5|8.134350261344352
figure|19|6.799349194612013
adapt|4|8.357493812658563
treading|1|9.743788173778453
correlation|1|9.743788173778453
fluctuate|15|7.035737972676243
2012|23|6.608293957849304
bottling|1|9.743788173778453
possible|17|6.910574829722237
culture|1|9.743788173778453
panda|1|9.743788173778453
propels|1|9.743788173778453
blackrock|1|9.743788173778453
pullback|35|6.188440112289039
calmer|1|9.743788173778453
62|2|9.050640993218508
seeking|2|9.050640993218508
kenya|7|7.79787802472314
got|9|7.546563596442233
gorgon|2|9.050640993218508
tomake|1|9.743788173778453
believe|6|7.952028704550398
shot|4|8.357493812658563
wallow|1|9.743788173778453
miserable|1|9.743788173778453
reboots|1|9.743788173778453
fixed|1|9.743788173778453
baron|1|9.743788173778453
fallen|3|8.645175885110344
mikhail|1|9.743788173778453
fridman|1|9.743788173778453
businessman|1|9.743788173778453
1st|10|7.441203080784407
abruptly|1|9.743788173778453
slew|2|9.050640993218508
dollar10|14|7.1047308441631944
divi|1|9.743788173778453
investigator|1|9.743788173778453
headquarters|1|9.743788173778453
crowded|2|9.050640993218508
posed|1|9.743788173778453
minsky|1|9.743788173778453
malaysia|2|9.050640993218508
economically|2|9.050640993218508
literate|1|9.743788173778453
anyway|1|9.743788173778453
duty|6|7.952028704550398
compounded|1|9.743788173778453
sub|5|8.134350261344352
i|5|8.134350261344352
defaulted|1|9.743788173778453
bloombergs|1|9.743788173778453
tracy|1|9.743788173778453
alloway|1|9.743788173778453
puzzled|1|9.743788173778453
undermined|1|9.743788173778453
outruns|1|9.743788173778453
flng|1|9.743788173778453
browse|1|9.743788173778453
stellar|2|9.050640993218508
traded|2|9.050640993218508
ringgit|1|9.743788173778453
vaporised|1|9.743788173778453
jkx|1|9.743788173778453
21st|2|9.050640993218508
proofed|1|9.743788173778453
renew|1|9.743788173778453
taste|1|9.743788173778453
competent|1|9.743788173778453
18th|3|8.645175885110344
transformed|2|9.050640993218508
strenuous|1|9.743788173778453
tui|1|9.743788173778453
auditor|1|9.743788173778453
ax|2|9.050640993218508
dollar40bn|1|9.743788173778453
blistering|1|9.743788173778453
quietly|3|8.645175885110344
unspeakable|1|9.743788173778453
quagmire|1|9.743788173778453
swallow|1|9.743788173778453
he|3|8.645175885110344
fading|11|7.345892900980083
galuccio|1|9.743788173778453
scotland|4|8.357493812658563
dollar41|5|8.134350261344352
engaging|1|9.743788173778453
modest|7|7.79787802472314
bombed|1|9.743788173778453
virgin|1|9.743788173778453
economist|3|8.645175885110344
brush|1|9.743788173778453
sander|1|9.743788173778453
oppose|2|9.050640993218508
colombian|5|8.134350261344352
dollar39|2|9.050640993218508
solo|2|9.050640993218508
abroad|2|9.050640993218508
junked|2|9.050640993218508
leif|1|9.743788173778453
wenar|1|9.743788173778453
dollar196m|2|9.050640993218508
midstream|1|9.743788173778453
aubrey|1|9.743788173778453
mcclendon|2|9.050640993218508
1959|1|9.743788173778453
topping|2|9.050640993218508
aggreko|1|9.743788173778453
lasry|1|9.743788173778453
indicted|1|9.743788173778453
practically|1|9.743788173778453
violence|9|7.546563596442233
unfinished|1|9.743788173778453
27|10|7.441203080784407
hill|1|9.743788173778453
3p|1|9.743788173778453
ashare|1|9.743788173778453
dollar37|5|8.134350261344352
jihadis|1|9.743788173778453
shepherd|1|9.743788173778453
88bn|1|9.743788173778453
cosan|1|9.743788173778453
sumitomo|1|9.743788173778453
exxons|6|7.952028704550398
aaa|1|9.743788173778453
developed|3|8.645175885110344
rigged|1|9.743788173778453
giveaway|1|9.743788173778453
whiting|1|9.743788173778453
bakken|31|6.309800969293307
tormented|1|9.743788173778453
familiar|1|9.743788173778453
regains|8|7.664346632098617
poise|1|9.743788173778453
other|5|8.134350261344352
mol|1|9.743788173778453
adopt|2|9.050640993218508
nevada|1|9.743788173778453
ruled|2|9.050640993218508
welsh|1|9.743788173778453
aston|1|9.743788173778453
martin|1|9.743788173778453
parking|1|9.743788173778453
deterioration|1|9.743788173778453
chipotle|1|9.743788173778453
dulls|1|9.743788173778453
artfully|1|9.743788173778453
unexceptional|1|9.743788173778453
resurface|2|9.050640993218508
standstill|2|9.050640993218508
el|2|9.050640993218508
badri|1|9.743788173778453
beaten|3|8.645175885110344
grease|1|9.743788173778453
lightning|1|9.743788173778453
rumble|2|9.050640993218508
offloads|1|9.743788173778453
blink|2|9.050640993218508
forever|3|8.645175885110344
dollar465bn|1|9.743788173778453
subdued|20|6.748055900224462
gone|9|7.546563596442233
finishing|1|9.743788173778453
ongoing|19|6.799349194612013
jpy|1|9.743788173778453
charted|1|9.743788173778453
extrapolated|1|9.743788173778453
slumping|1|9.743788173778453
exporting|4|8.357493812658563
builder|2|9.050640993218508
doesnt|10|7.441203080784407
schneider|1|9.743788173778453
popularity|1|9.743788173778453
upside|18|6.853416415882289
gfc|1|9.743788173778453
deloitte|2|9.050640993218508
gatwick|3|8.645175885110344
fragility|1|9.743788173778453
consider|6|7.952028704550398
lifting|14|7.1047308441631944
gusher|2|9.050640993218508
counterpart|1|9.743788173778453
eighth|2|9.050640993218508
hook|1|9.743788173778453
ip|1|9.743788173778453
party|4|8.357493812658563
sweden|1|9.743788173778453
riks|1|9.743788173778453
here|95|5.1899112821779125
thumb|1|9.743788173778453
diverging|3|8.645175885110344
decrease|6|7.952028704550398
eventually|1|9.743788173778453
pouring|3|8.645175885110344
culprit|1|9.743788173778453
quash|1|9.743788173778453
nurse|1|9.743788173778453
paper|2|9.050640993218508
bumpy|1|9.743788173778453
durable|3|8.645175885110344
hug|1|9.743788173778453
termination|1|9.743788173778453
finmin|1|9.743788173778453
backtracks|1|9.743788173778453
adm|1|9.743788173778453
calling|2|9.050640993218508
mill|1|9.743788173778453
fizz|1|9.743788173778453
bi|1|9.743788173778453
sanusi|1|9.743788173778453
shipowner|1|9.743788173778453
vendor|1|9.743788173778453
feedback|1|9.743788173778453
loop|2|9.050640993218508
hell|2|9.050640993218508
spillage|1|9.743788173778453
assange|1|9.743788173778453
ing|2|9.050640993218508
tailor|1|9.743788173778453
dark|2|9.050640993218508
maintains|5|8.134350261344352
misplaced|1|9.743788173778453
catastrophe|1|9.743788173778453
floating|2|9.050640993218508
phenomenon|1|9.743788173778453
wiggle|1|9.743788173778453
monetary|3|8.645175885110344
whacked|1|9.743788173778453
dollar232bn|1|9.743788173778453
dollar30|20|6.748055900224462
mercy|1|9.743788173778453
65|2|9.050640993218508
posting|1|9.743788173778453
elevates|1|9.743788173778453
retool|1|9.743788173778453
chef|1|9.743788173778453
115|3|8.645175885110344
smith|3|8.645175885110344
nephew|1|9.743788173778453
sardine|1|9.743788173778453
dollar35bn|1|9.743788173778453
sharia|1|9.743788173778453
compliant|3|8.645175885110344
traumatic|1|9.743788173778453
frenzy|3|8.645175885110344
idiotic|1|9.743788173778453
bailouts|1|9.743788173778453
both|3|8.645175885110344
dollar33|2|9.050640993218508
louder|2|9.050640993218508
avert|1|9.743788173778453
drawn|1|9.743788173778453
fy|2|9.050640993218508
mcmoran|1|9.743788173778453
suisse|3|8.645175885110344
trickle|1|9.743788173778453
evaporating|1|9.743788173778453
dragging|2|9.050640993218508
plunging|7|7.79787802472314
imperils|1|9.743788173778453
dollar62|2|9.050640993218508
sideways|129|4.8839757694167805
today|243|4.250726730437905
angel|391|3.7750806137930875
broking|50|5.831765168350307
r|376|3.8141990303885587
034|1|9.743788173778453
unchanged|5|8.134350261344352
check|24|6.565734343430507
feebleness|1|9.743788173778453
slipped|1|9.743788173778453
053|2|9.050640993218508
stockbuild|1|9.743788173778453
056|1|9.743788173778453
evening|3|8.645175885110344
134|1|9.743788173778453
showing|6|7.952028704550398
fanned|1|9.743788173778453
crudeoil|171|4.602124617275793
149|1|9.743788173778453
compound|1|9.743788173778453
wilt|1|9.743788173778453
gathering|1|9.743788173778453
indicator|9|7.546563596442233
unemployment|3|8.645175885110344
163|2|9.050640993218508
8021ltr|1|9.743788173778453
mumbai|19|6.799349194612013
7076ltr|1|9.743788173778453
wane|8|7.664346632098617
80ltr|1|9.743788173778453
7055|1|9.743788173778453
7985ltr|1|9.743788173778453
7044ltr|1|9.743788173778453
resident|1|9.743788173778453
7979ltr|1|9.743788173778453
7037ltr|1|9.743788173778453
159ltr|1|9.743788173778453
131ltr|1|9.743788173778453
hoist|1|9.743788173778453
calculated|1|9.743788173778453
raised|2|9.050640993218508
petrochinas|1|9.743788173778453
dollar5|4|8.357493812658563
7bbl|1|9.743788173778453
ioc|1|9.743788173778453
hpcl|1|9.743788173778453
bpcl|1|9.743788173778453
gail|1|9.743788173778453
dollar61|2|9.050640993218508
eyed|50|5.831765168350307
blunts|2|9.050640993218508
malaysian|4|8.357493812658563
101|2|9.050640993218508
pegged|1|9.743788173778453
mounting|4|8.357493812658563
tightness|1|9.743788173778453
eke|1|9.743788173778453
052|2|9.050640993218508
waterway|1|9.743788173778453
hassan|2|9.050640993218508
supported|10|7.441203080784407
alongside|1|9.743788173778453
outweigh|12|7.2588815239904525
003|1|9.743788173778453
muted|3|8.645175885110344
ample|14|7.1047308441631944
033|1|9.743788173778453
booking|8|7.664346632098617
witness|2|9.050640993218508
period|3|8.645175885110344
077|1|9.743788173778453
028|1|9.743788173778453
frail|1|9.743788173778453
soyoil|17|6.910574829722237
tsingshan|1|9.743788173778453
nickel|89|5.255151804046314
navy|1|9.743788173778453
694|3|8.645175885110344
bpd|80|5.361761539104571
jodi|1|9.743788173778453
previous|4|8.357493812658563
022|3|8.645175885110344
08|2|9.050640993218508
tread|6|7.952028704550398
015|1|9.743788173778453
081|1|9.743788173778453
finish|1|9.743788173778453
style|5|8.134350261344352
061|2|9.050640993218508
soften|9|7.546563596442233
shrugging|1|9.743788173778453
159|2|9.050640993218508
filling|3|8.645175885110344
outshine|1|9.743788173778453
082|1|9.743788173778453
simmer|1|9.743788173778453
express|3|8.645175885110344
252|1|9.743788173778453
improving|1|9.743788173778453
g|3|8.645175885110344
boil|5|8.134350261344352
downside|20|6.748055900224462
alexander|1|9.743788173778453
novak|3|8.645175885110344
153|1|9.743788173778453
rangebound|9|7.546563596442233
sticking|1|9.743788173778453
quite|1|9.743788173778453
388|1|9.743788173778453
stutter|3|8.645175885110344
051|1|9.743788173778453
228|1|9.743788173778453
dollar66|2|9.050640993218508
70barrel|1|9.743788173778453
stopped|5|8.134350261344352
purchasing|1|9.743788173778453
expired|1|9.743788173778453
107|2|9.050640993218508
cheapest|4|8.357493812658563
swelling|6|7.952028704550398
097|2|9.050640993218508
balanced|6|7.952028704550398
023|1|9.743788173778453
indicates|1|9.743788173778453
keeping|6|7.952028704550398
ordering|1|9.743788173778453
025|1|9.743788173778453
350|3|8.645175885110344
360bbl|1|9.743788173778453
113|5|8.134350261344352
resuming|1|9.743788173778453
mcx|216|4.368509766094288
turnover|2|9.050640993218508
716|2|9.050640993218508
crore|2|9.050640993218508
002|2|9.050640993218508
factbox|2|9.050640993218508
important|7|7.79787802472314
artery|1|9.743788173778453
06|2|9.050640993218508
044|1|9.743788173778453
067|1|9.743788173778453
57|2|9.050640993218508
tense|7|7.79787802472314
percent|11|7.345892900980083
entered|1|9.743788173778453
uncharted|1|9.743788173778453
contaminated|1|9.743788173778453
dollar27|2|9.050640993218508
supporting|3|8.645175885110344
reuters|6|7.952028704550398
093|1|9.743788173778453
481|1|9.743788173778453
correct|7|7.79787802472314
dollar60barrel|1|9.743788173778453
rupee|22|6.652745720420137
holiday|17|6.910574829722237
shortened|1|9.743788173778453
70|9|7.546563596442233
concessional|1|9.743788173778453
immediate|3|8.645175885110344
supplied|5|8.134350261344352
hover|11|7.345892900980083
lends|1|9.743788173778453
dollar72|4|8.357493812658563
201819|1|9.743788173778453
007|1|9.743788173778453
027|2|9.050640993218508
119|1|9.743788173778453
078|1|9.743788173778453
anand|27|6.447951307774124
rathi|26|6.485691635756971
engaged|1|9.743788173778453
037|1|9.743788173778453
improves|6|7.952028704550398
069|2|9.050640993218508
063|1|9.743788173778453
01|1|9.743788173778453
dollar67|2|9.050640993218508
017|1|9.743788173778453
succumb|1|9.743788173778453
03|1|9.743788173778453
pursuit|1|9.743788173778453
013|1|9.743788173778453
018|1|9.743788173778453
092|1|9.743788173778453
darkening|3|8.645175885110344
weakening|5|8.134350261344352
918|1|9.743788173778453
outcome|8|7.664346632098617
plunged|1|9.743788173778453
45|5|8.134350261344352
illinois|1|9.743788173778453
899|1|9.743788173778453
provide|10|7.441203080784407
psu|1|9.743788173778453
046|1|9.743788173778453
assessing|1|9.743788173778453
highly|3|8.645175885110344
motilal|13|7.178838816316916
oswal|12|7.2588815239904525
5283|1|9.743788173778453
lakh|1|9.743788173778453
pulse|3|8.645175885110344
oilseed|17|6.910574829722237
ps|1|9.743788173778453
restock|1|9.743788173778453
receive|2|9.050640993218508
islamic|6|7.952028704550398
hefty|5|8.134350261344352
032|1|9.743788173778453
088|1|9.743788173778453
106|4|8.357493812658563
sino|2|9.050640993218508
dollar54bbl|1|9.743788173778453
uncertain|6|7.952028704550398
veg|1|9.743788173778453
average|8|7.664346632098617
generally|1|9.743788173778453
265|1|9.743788173778453
successful|2|9.050640993218508
allows|5|8.134350261344352
induct|1|9.743788173778453
special|3|8.645175885110344
incentive|4|8.357493812658563
karnataka|2|9.050640993218508
fewest|1|9.743788173778453
cargo|1|9.743788173778453
42dollar|1|9.743788173778453
2023|2|9.050640993218508
stabilizing|2|9.050640993218508
prevails|2|9.050640993218508
dollar60bbl|6|7.952028704550398
beneficiary|3|8.645175885110344
5803870bbl|1|9.743788173778453
dharmendra|2|9.050640993218508
pradhan|4|8.357493812658563
interruption|1|9.743788173778453
loaded|2|9.050640993218508
dependent|3|8.645175885110344
narendra|1|9.743788173778453
seriously|1|9.743788173778453
min|4|8.357493812658563
cottonseed|3|8.645175885110344
deciding|1|9.743788173778453
restricted|1|9.743788173778453
hostility|1|9.743788173778453
mbpd|1|9.743788173778453
068|1|9.743788173778453
80litre|2|9.050640993218508
battering|1|9.743788173778453
104|2|9.050640993218508
193|1|9.743788173778453
lease|3|8.645175885110344
padur|1|9.743788173778453
weaken|8|7.664346632098617
moderate|4|8.357493812658563
knowns|1|9.743788173778453
trifecta|1|9.743788173778453
alert|1|9.743788173778453
080|1|9.743788173778453
importer|14|7.1047308441631944
031|1|9.743788173778453
ebbing|2|9.050640993218508
hurting|3|8.645175885110344
071|1|9.743788173778453
responsible|2|9.050640993218508
birol|2|9.050640993218508
worried|5|8.134350261344352
journalist|1|9.743788173778453
mention|1|9.743788173778453
discussing|2|9.050640993218508
paisa|6|7.952028704550398
delhi|7|7.79787802472314
kolkata|1|9.743788173778453
011|1|9.743788173778453
patient|2|9.050640993218508
162|1|9.743788173778453
aadhaar|1|9.743788173778453
181|1|9.743788173778453
7793litre|1|9.743788173778453
7435litre|1|9.743788173778453
8773litre|1|9.743788173778453
144|1|9.743788173778453
granting|1|9.743788173778453
8750litre|1|9.743788173778453
7737litre|1|9.743788173778453
8729litre|1|9.743788173778453
7706litre|1|9.743788173778453
marginally|2|9.050640993218508
8715litre|1|9.743788173778453
7675litre|1|9.743788173778453
actively|1|9.743788173778453
excise|3|8.645175885110344
8697|1|9.743788173778453
litre|5|8.134350261344352
8150|1|9.743788173778453
9134litre|1|9.743788173778453
8010|1|9.743788173778453
049|1|9.743788173778453
lean|1|9.743788173778453
dollar85bbl|2|9.050640993218508
cross|4|8.357493812658563
91litre|1|9.743788173778453
shave|1|9.743788173778453
soya|12|7.2588815239904525
083|1|9.743788173778453
9035litre|1|9.743788173778453
7424litre|1|9.743788173778453
nayara|1|9.743788173778453
evaluating|1|9.743788173778453
vadinar|1|9.743788173778453
institute|1|9.743788173778453
rebuff|1|9.743788173778453
merchant|1|9.743788173778453
1044|1|9.743788173778453
2035|2|9.050640993218508
8960litre|1|9.743788173778453
82ltr|1|9.743788173778453
895ltr|1|9.743788173778453
prevent|6|7.952028704550398
haryana|1|9.743788173778453
hiked|3|8.645175885110344
8789litre|1|9.743788173778453
8050litre|1|9.743788173778453
turbulence|1|9.743788173778453
8691litre|1|9.743788173778453
gadkari|1|9.743788173778453
pitch|1|9.743788173778453
alternate|1|9.743788173778453
evacuated|2|9.050640993218508
8672litre|1|9.743788173778453
insurance|3|8.645175885110344
upcoming|3|8.645175885110344
completely|3|8.645175885110344
54|1|9.743788173778453
association|1|9.743788173778453
unresolved|1|9.743788173778453
dim|4|8.357493812658563
dims|3|8.645175885110344
projection|1|9.743788173778453
lived|3|8.645175885110344
k|1|9.743788173778453
singh|1|9.743788173778453
lane|1|9.743788173778453
dollar22|2|9.050640993218508
xinjiang|1|9.743788173778453
suggestion|1|9.743788173778453
psus|1|9.743788173778453
cushion|3|8.645175885110344
dollar1|26|6.485691635756971
encourage|2|9.050640993218508
criticism|2|9.050640993218508
perk|1|9.743788173778453
formula|1|9.743788173778453
dme|1|9.743788173778453
uaes|1|9.743788173778453
several|1|9.743788173778453
hundred|1|9.743788173778453
thousand|2|9.050640993218508
indianoil|1|9.743788173778453
revamps|1|9.743788173778453
section|1|9.743788173778453
dollar64bbl|1|9.743788173778453
78bbl|1|9.743788173778453
priced|3|8.645175885110344
marketing|1|9.743788173778453
isolate|1|9.743788173778453
boundary|1|9.743788173778453
andhra|1|9.743788173778453
pradesh|1|9.743788173778453
sma|1|9.743788173778453
suggesting|1|9.743788173778453
ratnagiri|1|9.743788173778453
paj|1|9.743788173778453
hiking|1|9.743788173778453
029|1|9.743788173778453
146|1|9.743788173778453
kim|2|9.050640993218508
jong|2|9.050640993218508
slashed|1|9.743788173778453
provides|5|8.134350261344352
71|1|9.743788173778453
wise|1|9.743788173778453
31|8|7.664346632098617
150|3|8.645175885110344
300|7|7.79787802472314
jumped|2|9.050640993218508
dollar80bbl|1|9.743788173778453
assures|1|9.743788173778453
hiatus|1|9.743788173778453
ebb|2|9.050640993218508
pall|1|9.743788173778453
temper|2|9.050640993218508
akshaya|1|9.743788173778453
tritiya|1|9.743788173778453
accomplished|2|9.050640993218508
commoditiesmoneycontrol|2|9.050640993218508
faiyaz|23|6.608293957849304
hudani|22|6.652745720420137
kotak|53|5.773496260226331
sticky|2|9.050640993218508
space|8|7.664346632098617
ole|1|9.743788173778453
hansen|1|9.743788173778453
corner|12|7.2588815239904525
launching|1|9.743788173778453
broadly|2|9.050640993218508
aurobinda|51|5.811962541054127
prasad|16|6.971199451538672
gayan|53|5.773496260226331
anz|3|8.645175885110344
upmove|1|9.743788173778453
zinc|69|5.509681669181194
recommends|10|7.441203080784407
tapan|7|7.79787802472314
patel|7|7.79787802472314
navneet|59|5.666250729872734
damanis|1|9.743788173778453
update|15|7.035737972676243
cohn|1|9.743788173778453
departure|1|9.743788173778453
vandana|6|7.952028704550398
haris|5|8.134350261344352
tout|1|9.743788173778453
tightened|1|9.743788173778453
pocket|1|9.743788173778453
04|1|9.743788173778453
877|1|9.743788173778453
mt|2|9.050640993218508
david|12|7.2588815239904525
lennoxs|5|8.134350261344352
usd|144|4.773974874202453
103|2|9.050640993218508
restraint|5|8.134350261344352
sushil|156|4.693932166528916
kishore|54|5.754804127214179
narne|56|5.718436483043304
cooperate|2|9.050640993218508
uptick|2|9.050640993218508
fo|1|9.743788173778453
possibility|3|8.645175885110344
moving|3|8.645175885110344
richard|3|8.645175885110344
harris|1|9.743788173778453
am|2|9.050640993218508
overheated|2|9.050640993218508
70bbl|3|8.645175885110344
aspect|29|6.376492343791979
20142015|1|9.743788173778453
azlin|7|7.79787802472314
ahmads|4|8.357493812658563
dharmesh|21|6.69926573605503
bhatia|21|6.69926573605503
gnanasekar|115|4.998856045415203
commtrendz|15|7.035737972676243
cite|1|9.743788173778453
seetharamans|1|9.743788173778453
mriganka|1|9.743788173778453
jaipuriyar|2|9.050640993218508
virendra|3|8.645175885110344
chauhans|3|8.645175885110344
usd72|1|9.743788173778453
80bbl|3|8.645175885110344
lennox|10|7.441203080784407
barratt|22|6.652745720420137
ayers|3|8.645175885110344
himanshu|24|6.565734343430507
gupta|26|6.485691635756971
60bbl|4|8.357493812658563
lkp|2|9.050640993218508
daniel|3|8.645175885110344
hynes|1|9.743788173778453
barratts|2|9.050640993218508
tenterhook|2|9.050640993218508
xm|1|9.743788173778453
au|1|9.743788173778453
overview|1|9.743788173778453
prathamesh|10|7.441203080784407
mallya|9|7.546563596442233
sumeet|39|6.080226527648807
bagadia|41|6.030216107074145
edgy|1|9.743788173778453
tepid|3|8.645175885110344
overconfidence|1|9.743788173778453
rupa|25|6.524912348910252
mehta|26|6.485691635756971
commoditiy|1|9.743788173778453
miswin|22|6.652745720420137
maheshs|6|7.952028704550398
southern|3|8.645175885110344
gaw|1|9.743788173778453
chartered|1|9.743788173778453
atul|1|9.743788173778453
arya|1|9.743788173778453
dollar56|3|8.645175885110344
strategist|2|9.050640993218508
choke|1|9.743788173778453
exceed|1|9.743788173778453
breather|5|8.134350261344352
2004|3|8.645175885110344
irma|3|8.645175885110344
also|3|8.645175885110344
dicey|1|9.743788173778453
nbd|3|8.645175885110344
ravindra|76|5.413054833492122
rao|77|5.399982751924769
selloff|7|7.79787802472314
manisha|5|8.134350261344352
edible|13|7.178838816316916
defying|3|8.645175885110344
3062|1|9.743788173778453
3188|2|9.050640993218508
achiievers|230|4.305708864855258
kunal|79|5.374340321311432
shah|117|4.981614238980697
nirmal|92|5.221999596729413
2966|1|9.743788173778453
3160|1|9.743788173778453
ashish|37|6.1328702611342285
overall|1|9.743788173778453
irrelevant|1|9.743788173778453
barrons|1|9.743788173778453
taken|2|9.050640993218508
sweetheart|1|9.743788173778453
77bbl|1|9.743788173778453
dollar1500oz|1|9.743788173778453
2701|1|9.743788173778453
2851|1|9.743788173778453
2646|1|9.743788173778453
2914|2|9.050640993218508
ten|1|9.743788173778453
weakest|3|8.645175885110344
celebrating|1|9.743788173778453
2731|1|9.743788173778453
2933|1|9.743788173778453
2857|1|9.743788173778453
2953|2|9.050640993218508
2855|2|9.050640993218508
2911|1|9.743788173778453
stubborn|1|9.743788173778453
mahesh|16|6.971199451538672
2840|1|9.743788173778453
2912|1|9.743788173778453
sits|1|9.743788173778453
overhang|4|8.357493812658563
2786|1|9.743788173778453
3026|1|9.743788173778453
outpacing|2|9.050640993218508
2915|2|9.050640993218508
3031|2|9.050640993218508
fereidun|1|9.743788173778453
fesharaki|1|9.743788173778453
2884|2|9.050640993218508
3012|2|9.050640993218508
driven|4|8.357493812658563
2878|1|9.743788173778453
3010|1|9.743788173778453
2853|1|9.743788173778453
3167|3|8.645175885110344
3013|1|9.743788173778453
3137|2|9.050640993218508
2967|1|9.743788173778453
3161|2|9.050640993218508
2968|2|9.050640993218508
3186|1|9.743788173778453
schism|2|9.050640993218508
3088|1|9.743788173778453
3210|5|8.134350261344352
withdrawal|4|8.357493812658563
3032|2|9.050640993218508
3244|1|9.743788173778453
damani|59|5.666250729872734
3138|5|8.134350261344352
3278|1|9.743788173778453
undermines|2|9.050640993218508
3170|1|9.743788173778453
3314|1|9.743788173778453
outweighs|4|8.357493812658563
3083|1|9.743788173778453
3285|1|9.743788173778453
prophet|26|6.485691635756971
gimmick|1|9.743788173778453
3037|3|8.645175885110344
3435|1|9.743788173778453
impress|1|9.743788173778453
languishes|2|9.050640993218508
3286|2|9.050640993218508
3392|2|9.050640993218508
anticipation|6|7.952028704550398
3262|1|9.743788173778453
3386|1|9.743788173778453
parse|1|9.743788173778453
