|DocCount|IDF
strange|2|9.050640993218508
happening|1|9.743788173778453
340|1|9.743788173778453
creating|2|9.050640993218508
disperse|1|9.743788173778453
sit|1|9.743788173778453
coke|1|9.743788173778453
meth|1|9.743788173778453
booze|1|9.743788173778453
flipped|1|9.743788173778453
script|1|9.743788173778453
sri|1|9.743788173778453
lanka|1|9.743788173778453
tea|1|9.743788173778453
usage|1|9.743788173778453
utah|2|9.050640993218508
overly|1|9.743788173778453
subsidized|1|9.743788173778453
repeating|2|9.050640993218508
bai|1|9.743788173778453
perfect|4|8.357493812658563
lay|2|9.050640993218508
reopens|2|9.050640993218508
brewing|2|9.050640993218508
11193|1|9.743788173778453
seller|1|9.743788173778453
fracturing|1|9.743788173778453
online|2|9.050640993218508
eagle|5|8.134350261344352
ford|5|8.134350261344352
vague|1|9.743788173778453
flatlines|1|9.743788173778453
millionbpd|1|9.743788173778453
nafta|3|8.645175885110344
recoverable|3|8.645175885110344
indefinitely|1|9.743788173778453
veto|3|8.645175885110344
apart|5|8.134350261344352
offline|5|8.134350261344352
dollar7|2|9.050640993218508
e|1|9.743788173778453
sider|1|9.743788173778453
decisive|3|8.645175885110344
stored|1|9.743788173778453
propose|1|9.743788173778453
rolling|1|9.743788173778453
contentious|1|9.743788173778453
belief|2|9.050640993218508
outsmarted|1|9.743788173778453
overcompliance|1|9.743788173778453
created|4|8.357493812658563
eat|1|9.743788173778453
plateauing|1|9.743788173778453
guarantee|1|9.743788173778453
dollar21|1|9.743788173778453
edged|1|9.743788173778453
sword|1|9.743788173778453
capitalize|5|8.134350261344352
taqa|1|9.743788173778453
unparalleled|1|9.743788173778453
audit|2|9.050640993218508
270|1|9.743788173778453
justify|1|9.743788173778453
wtis|1|9.743788173778453
opponent|1|9.743788173778453
shia|1|9.743788173778453
militia|1|9.743788173778453
smuggles|1|9.743788173778453
relevant|2|9.050640993218508
bristle|1|9.743788173778453
owner|1|9.743788173778453
favorite|1|9.743788173778453
surpass|2|9.050640993218508
dollar800|1|9.743788173778453
appointment|1|9.743788173778453
provision|1|9.743788173778453
goalpost|1|9.743788173778453
stuns|1|9.743788173778453
bc|1|9.743788173778453
latin|6|7.952028704550398
mysterious|4|8.357493812658563
outsmarts|1|9.743788173778453
emptied|1|9.743788173778453
nail|1|9.743788173778453
coffin|1|9.743788173778453
eias|6|7.952028704550398
dethrone|2|9.050640993218508
collaborate|1|9.743788173778453
supersizing|1|9.743788173778453
supergroup|1|9.743788173778453
jeopardize|2|9.050640993218508
explaining|1|9.743788173778453
wipeout|1|9.743788173778453
attracting|1|9.743788173778453
condensate|3|8.645175885110344
relieved|2|9.050640993218508
able|3|8.645175885110344
rotating|1|9.743788173778453
aggressive|2|9.050640993218508
hide|2|9.050640993218508
location|1|9.743788173778453
noose|1|9.743788173778453
oilcoin|1|9.743788173778453
invade|1|9.743788173778453
gop|3|8.645175885110344
stoically|3|8.645175885110344
fatal|1|9.743788173778453
goliath|1|9.743788173778453
hoarding|2|9.050640993218508
revelation|1|9.743788173778453
viable|2|9.050640993218508
square|1|9.743788173778453
overreact|1|9.743788173778453
sent|1|9.743788173778453
learned|2|9.050640993218508
plateaued|1|9.743788173778453
many|6|7.952028704550398
bitcoin|2|9.050640993218508
smooth|1|9.743788173778453
wedge|1|9.743788173778453
permanently|2|9.050640993218508
barents|3|8.645175885110344
unnecessary|1|9.743788173778453
shelve|1|9.743788173778453
cheat|1|9.743788173778453
ended|1|9.743788173778453
evacuation|1|9.743788173778453
salary|1|9.743788173778453
dethroned|1|9.743788173778453
saw|2|9.050640993218508
stifle|1|9.743788173778453
drawdowns|1|9.743788173778453
erdogan|1|9.743788173778453
productive|1|9.743788173778453
clamp|1|9.743788173778453
schlumbergers|1|9.743788173778453
overcompensate|1|9.743788173778453
rebuild|1|9.743788173778453
kpi|1|9.743788173778453
reliant|1|9.743788173778453
golden|2|9.050640993218508
210|1|9.743788173778453
strongbut|1|9.743788173778453
landfall|1|9.743788173778453
pricey|1|9.743788173778453
caribbean|1|9.743788173778453
megadeals|1|9.743788173778453
reconsider|1|9.743788173778453
ailing|2|9.050640993218508
congo|1|9.743788173778453
brand|1|9.743788173778453
conflicted|1|9.743788173778453
invented|1|9.743788173778453
slowly|3|8.645175885110344
dollar8|1|9.743788173778453
known|1|9.743788173778453
perilous|1|9.743788173778453
ballooning|1|9.743788173778453
legalizes|1|9.743788173778453
illicit|1|9.743788173778453
done|2|9.050640993218508
disarm|1|9.743788173778453
tab|1|9.743788173778453
heavyweight|1|9.743788173778453
determined|1|9.743788173778453
example|1|9.743788173778453
practicing|1|9.743788173778453
daunting|1|9.743788173778453
shrunk|1|9.743788173778453
rampant|1|9.743788173778453
leg|1|9.743788173778453
throughput|2|9.050640993218508
whole|1|9.743788173778453
overproducing|1|9.743788173778453
scapegoat|1|9.743788173778453
successfully|2|9.050640993218508
privatize|2|9.050640993218508
fluke|1|9.743788173778453
wrecked|1|9.743788173778453
depending|1|9.743788173778453
grinding|1|9.743788173778453
corpus|1|9.743788173778453
christi|1|9.743788173778453
mistake|2|9.050640993218508
deepest|1|9.743788173778453
sophisticated|2|9.050640993218508
hurry|2|9.050640993218508
louisiana|1|9.743788173778453
sliver|1|9.743788173778453
snatch|1|9.743788173778453
reviving|1|9.743788173778453
unmasking|1|9.743788173778453
shuttered|1|9.743788173778453
drastically|2|9.050640993218508
epidemic|1|9.743788173778453
hear|1|9.743788173778453
reemerging|1|9.743788173778453
breakeven|2|9.050640993218508
stunted|1|9.743788173778453
180|1|9.743788173778453
prison|1|9.743788173778453
senator|1|9.743788173778453
priority|2|9.050640993218508
busiest|1|9.743788173778453
assigned|1|9.743788173778453
shorter|1|9.743788173778453
starting|3|8.645175885110344
battleground|2|9.050640993218508
regaining|2|9.050640993218508
contested|2|9.050640993218508
blackstone|1|9.743788173778453
deter|2|9.050640993218508
primetime|1|9.743788173778453
exploiting|1|9.743788173778453
famine|1|9.743788173778453
ruin|1|9.743788173778453
forbidden|1|9.743788173778453
nobody|2|9.050640993218508
274m|1|9.743788173778453
wafa|1|9.743788173778453
airstrikes|2|9.050640993218508
remind|1|9.743788173778453
traffic|2|9.050640993218508
depleted|1|9.743788173778453
spikeon|1|9.743788173778453
mature|1|9.743788173778453
weary|1|9.743788173778453
rider|1|9.743788173778453
spinoff|1|9.743788173778453
destroy|1|9.743788173778453
cancelled|2|9.050640993218508
unconventional|3|8.645175885110344
evaporated|1|9.743788173778453
causing|1|9.743788173778453
broke|1|9.743788173778453
enormous|2|9.050640993218508
artificial|2|9.050640993218508
310|1|9.743788173778453
890|1|9.743788173778453
overweight|1|9.743788173778453
bought|1|9.743788173778453
2017but|1|9.743788173778453
completion|2|9.050640993218508
scooping|1|9.743788173778453
petrostates|1|9.743788173778453
submits|1|9.743788173778453
application|1|9.743788173778453
setting|2|9.050640993218508
15m|1|9.743788173778453
anywhere|4|8.357493812658563
megaprojects|2|9.050640993218508
excessive|1|9.743788173778453
leaner|1|9.743788173778453
meaner|1|9.743788173778453
math|1|9.743788173778453
suffice|1|9.743788173778453
tier|1|9.743788173778453
dollar1b|1|9.743788173778453
eliminating|1|9.743788173778453
ado|1|9.743788173778453
announced|1|9.743788173778453
unique|2|9.050640993218508
agreeing|1|9.743788173778453
legit|1|9.743788173778453
respond|1|9.743788173778453
erasing|2|9.050640993218508
enforce|2|9.050640993218508
prolific|1|9.743788173778453
convinced|1|9.743788173778453
booked|1|9.743788173778453
delisted|1|9.743788173778453
rallying|1|9.743788173778453
dollar490|1|9.743788173778453
boldly|1|9.743788173778453
circumvented|1|9.743788173778453
cling|1|9.743788173778453
ramping|3|8.645175885110344
aggressively|1|9.743788173778453
everyone|1|9.743788173778453
hollow|1|9.743788173778453
hotter|1|9.743788173778453
guru|1|9.743788173778453
dissolve|1|9.743788173778453
250|3|8.645175885110344
victor|1|9.743788173778453
pen|1|9.743788173778453
mightier|1|9.743788173778453
shorting|2|9.050640993218508
debunking|3|8.645175885110344
regardless|1|9.743788173778453
gained|1|9.743788173778453
underperforming|1|9.743788173778453
accounted|1|9.743788173778453
ayatollah|1|9.743788173778453
waving|1|9.743788173778453
dollar17|2|9.050640993218508
nationsthe|1|9.743788173778453
extremely|1|9.743788173778453
undiscovered|1|9.743788173778453
taliban|1|9.743788173778453
afghanistan|2|9.050640993218508
usdollar1|1|9.743788173778453
swindle|2|9.050640993218508
unaccounted|1|9.743788173778453
rebirth|1|9.743788173778453
diversifying|1|9.743788173778453
mistrust|1|9.743788173778453
seam|2|9.050640993218508
unfold|1|9.743788173778453
disappointment|3|8.645175885110344
indonesian|1|9.743788173778453
dollar127|1|9.743788173778453
stolen|1|9.743788173778453
unabated|1|9.743788173778453
skyrocket|1|9.743788173778453
barnett|1|9.743788173778453
cancel|1|9.743788173778453
rallied|1|9.743788173778453
scoop|1|9.743788173778453
stack|1|9.743788173778453
shying|1|9.743788173778453
recorded|1|9.743788173778453
sens|1|9.743788173778453
seventy|1|9.743788173778453
favor|3|8.645175885110344
dollar44b|1|9.743788173778453
leverage|1|9.743788173778453
limbo|2|9.050640993218508
area|3|8.645175885110344
predatory|1|9.743788173778453
sentence|1|9.743788173778453
stripper|2|9.050640993218508
headfake|1|9.743788173778453
drastic|1|9.743788173778453
35m|1|9.743788173778453
opened|1|9.743788173778453
negligible|1|9.743788173778453
burned|1|9.743788173778453
17m|1|9.743788173778453
questionable|1|9.743788173778453
plagued|1|9.743788173778453
privatization|2|9.050640993218508
undo|1|9.743788173778453
1975|1|9.743788173778453
exacerbate|1|9.743788173778453
texan|1|9.743788173778453
vanishes|1|9.743788173778453
avenger|2|9.050640993218508
32m|1|9.743788173778453
irish|1|9.743788173778453
licensing|1|9.743788173778453
dominated|1|9.743788173778453
crime|1|9.743788173778453
tearing|1|9.743788173778453
deprived|1|9.743788173778453
disguising|1|9.743788173778453
crippled|1|9.743788173778453
technological|1|9.743788173778453
dollar37b|1|9.743788173778453
entire|1|9.743788173778453
regulated|1|9.743788173778453
1952|1|9.743788173778453
unexplored|3|8.645175885110344
freefall|1|9.743788173778453
unblocks|1|9.743788173778453
fordrugs|1|9.743788173778453
rebate|1|9.743788173778453
faltering|1|9.743788173778453
chanos|1|9.743788173778453
follows|2|9.050640993218508
breathe|1|9.743788173778453
relinquishes|1|9.743788173778453
suncor|2|9.050640993218508
0|2|9.050640993218508
believed|2|9.050640993218508
millionbarrel|1|9.743788173778453
dictating|1|9.743788173778453
horizontal|9|7.546563596442233
summary|8|7.664346632098617
destabilizing|1|9.743788173778453
sow|1|9.743788173778453
surviving|2|9.050640993218508
dollar25b|1|9.743788173778453
broken|1|9.743788173778453
photo|1|9.743788173778453
jam|1|9.743788173778453
urals|1|9.743788173778453
rudderless|1|9.743788173778453
soak|1|9.743788173778453
algerian|2|9.050640993218508
redetermination|1|9.743788173778453
produced|1|9.743788173778453
positioned|3|8.645175885110344
choking|1|9.743788173778453
preventing|2|9.050640993218508
genels|1|9.743788173778453
standing|1|9.743788173778453
converge|1|9.743788173778453
uruguayan|1|9.743788173778453
generous|1|9.743788173778453
bizarre|2|9.050640993218508
agenda|2|9.050640993218508
capitulating|1|9.743788173778453
converging|2|9.050640993218508
sponge|1|9.743788173778453
absorbs|1|9.743788173778453
shakeup|1|9.743788173778453
frustrating|1|9.743788173778453
hoping|2|9.050640993218508
dollar165|1|9.743788173778453
signed|1|9.743788173778453
capitulation|2|9.050640993218508
inflow|1|9.743788173778453
reboot|1|9.743788173778453
sighted|1|9.743788173778453
delusional|1|9.743788173778453
unmanned|1|9.743788173778453
unprofitable|1|9.743788173778453
dollar270|1|9.743788173778453
ural|1|9.743788173778453
wade|1|9.743788173778453
bakkens|2|9.050640993218508
underway|1|9.743788173778453
attrition|1|9.743788173778453
darkest|1|9.743788173778453
sacred|1|9.743788173778453
apache|1|9.743788173778453
unsolicited|1|9.743788173778453
admin|1|9.743788173778453
passage|1|9.743788173778453
manage|1|9.743788173778453
logistics|1|9.743788173778453
used|5|8.134350261344352
gov|1|9.743788173778453
contrarian|1|9.743788173778453
badly|2|9.050640993218508
nova|1|9.743788173778453
scotia|1|9.743788173778453
safest|2|9.050640993218508
brightest|1|9.743788173778453
offhand|1|9.743788173778453
aggression|1|9.743788173778453
largely|2|9.050640993218508
sacrifice|1|9.743788173778453
depleting|1|9.743788173778453
ace|2|9.050640993218508
sleeve|1|9.743788173778453
delusion|1|9.743788173778453
iceland|1|9.743788173778453
assured|1|9.743788173778453
herring|1|9.743788173778453
subsea|3|8.645175885110344
appear|1|9.743788173778453
micro|1|9.743788173778453
hungry|1|9.743788173778453
sort|1|9.743788173778453
sustainable|2|9.050640993218508
timely|2|9.050640993218508
mishap|1|9.743788173778453
rail|12|7.2588815239904525
frackings|1|9.743788173778453
backfiring|1|9.743788173778453
forlonger|1|9.743788173778453
undeniable|1|9.743788173778453
yielding|1|9.743788173778453
undervalued|1|9.743788173778453
generational|1|9.743788173778453
hal|1|9.743788173778453
disappointed|1|9.743788173778453
crook|1|9.743788173778453
presalt|1|9.743788173778453
dodging|1|9.743788173778453
flourish|1|9.743788173778453
deterred|1|9.743788173778453
indiana|1|9.743788173778453
jones|1|9.743788173778453
beyonc|1|9.743788173778453
refusing|1|9.743788173778453
apocalypse|1|9.743788173778453
trapped|2|9.050640993218508
anyone|2|9.050640993218508
hardly|1|9.743788173778453
saved|1|9.743788173778453
substantially|2|9.050640993218508
flattened|1|9.743788173778453
reselling|1|9.743788173778453
busting|1|9.743788173778453
surely|1|9.743788173778453
rejoin|1|9.743788173778453
dried|1|9.743788173778453
neglected|1|9.743788173778453
evolution|1|9.743788173778453
sa|1|9.743788173778453
tot|1|9.743788173778453
supermajor|1|9.743788173778453
size|2|9.050640993218508
screw|1|9.743788173778453
universally|1|9.743788173778453
hampering|1|9.743788173778453
cashing|2|9.050640993218508
seattle|1|9.743788173778453
potentially|2|9.050640993218508
toe|1|9.743788173778453
witnessing|1|9.743788173778453
especially|1|9.743788173778453
happy|2|9.050640993218508
coincidence|1|9.743788173778453
earnest|1|9.743788173778453
railroad|2|9.050640993218508
bizarrely|1|9.743788173778453
disciplined|1|9.743788173778453
civil|4|8.357493812658563
cranking|1|9.743788173778453
pure|1|9.743788173778453
gun|2|9.050640993218508
royalty|2|9.050640993218508
barrage|1|9.743788173778453
lobbying|1|9.743788173778453
deciphering|1|9.743788173778453
derailed|1|9.743788173778453
exploded|1|9.743788173778453
mlp|1|9.743788173778453
represents|1|9.743788173778453
such|1|9.743788173778453
lousy|1|9.743788173778453
metric|1|9.743788173778453
basis|1|9.743788173778453
owned|1|9.743788173778453
roman|1|9.743788173778453
abramovich|1|9.743788173778453
dollar15m|1|9.743788173778453
rrc|1|9.743788173778453
searching|1|9.743788173778453
walkout|1|9.743788173778453
inefficiency|1|9.743788173778453
aplenty|1|9.743788173778453
interview|2|9.050640993218508
stan|1|9.743788173778453
szary|1|9.743788173778453
essential|1|9.743788173778453
statistic|2|9.050640993218508
bath|1|9.743788173778453
responds|1|9.743788173778453
abrupt|1|9.743788173778453
blunder|2|9.050640993218508
canary|1|9.743788173778453
island|1|9.743788173778453
fuss|1|9.743788173778453
confound|1|9.743788173778453
averaging|1|9.743788173778453
compounding|1|9.743788173778453
vanishing|1|9.743788173778453
effective|2|9.050640993218508
eroding|1|9.743788173778453
failsafe|1|9.743788173778453
linchpin|1|9.743788173778453
bypass|1|9.743788173778453
drc|3|8.645175885110344
verge|1|9.743788173778453
widespread|1|9.743788173778453
subtle|1|9.743788173778453
proceeds|2|9.050640993218508
fiction|1|9.743788173778453
inevtiable|1|9.743788173778453
arrive|2|9.050640993218508
holy|1|9.743788173778453
iv|1|9.743788173778453
sized|1|9.743788173778453
poisoned|1|9.743788173778453
